Epoch,Phase,Loss,Accuracy,Precision,Recall,AUC,MSE,Confusion Matrix
15,validation,2.3467355083850534,0.5266272189349113,0.5840944843894027,0.5416666666666667,0.8746303180205199,5.994082840236686,"[[11, 2, 0, 0, 0, 0, 7, 0], [7, 9, 0, 0, 0, 1, 3, 0], [0, 0, 7, 17, 0, 0, 0, 0], [0, 0, 0, 20, 0, 0, 0, 0], [0, 0, 0, 0, 21, 0, 0, 0], [4, 5, 0, 0, 0, 10, 0, 1], [5, 0, 0, 0, 0, 5, 10, 0], [2, 3, 0, 0, 0, 17, 1, 1]]"
16,train,0.2572543505444342,0.9244992295839753,0.9284206736631573,0.925,0.992351478157168,1.5531587057010785,"[[73, 1, 0, 0, 0, 0, 4, 2], [1, 76, 0, 0, 0, 1, 1, 1], [0, 0, 69, 14, 1, 0, 0, 0], [1, 0, 1, 78, 0, 0, 0, 0], [0, 0, 0, 0, 81, 0, 0, 0], [1, 1, 0, 0, 0, 78, 0, 0], [11, 0, 0, 0, 0, 0, 67, 2], [3, 2, 0, 0, 0, 0, 1, 78]]"
16,validation,2.5639487792401625,0.5443786982248521,0.5762327574827575,0.5596726190476191,0.8671019198873717,5.65680473372781,"[[15, 2, 0, 0, 0, 0, 3, 0], [10, 8, 0, 0, 0, 1, 0, 1], [0, 0, 7, 17, 0, 0, 0, 0], [0, 0, 1, 19, 0, 0, 0, 0], [0, 0, 1, 0, 20, 0, 0, 0], [4, 5, 0, 0, 0, 10, 0, 1], [6, 1, 0, 0, 0, 1, 11, 1], [2, 5, 0, 0, 0, 14, 1, 2]]"
17,train,0.25820885429220514,0.9106317411402157,0.9160375981597496,0.9112736992945326,0.9921026468408879,1.7349768875192604,"[[73, 0, 0, 0, 0, 2, 2, 3], [2, 72, 0, 1, 0, 2, 0, 3], [1, 1, 67, 15, 0, 0, 0, 0], [0, 0, 0, 80, 0, 0, 0, 0], [0, 0, 1, 0, 79, 0, 1, 0], [0, 1, 0, 0, 0, 78, 1, 0], [10, 1, 0, 1, 0, 1, 66, 1], [4, 2, 0, 0, 0, 0, 2, 76]]"
17,validation,2.497699813777271,0.5621301775147929,0.6421622447837281,0.5770833333333334,0.862399835107614,5.8579881656804735,"[[13, 4, 0, 0, 0, 0, 3, 0], [8, 10, 0, 0, 0, 0, 2, 0], [0, 0, 7, 17, 0, 0, 0, 0], [0, 0, 0, 19, 1, 0, 0, 0], [0, 0, 0, 0, 21, 0, 0, 0], [4, 6, 0, 0, 0, 10, 0, 0], [7, 0, 0, 0, 0, 0, 12, 1], [1, 7, 0, 0, 0, 13, 0, 3]]"
18,train,0.2681922656261521,0.9121725731895224,0.9150573359474046,0.912797619047619,0.9921054060211824,1.6363636363636365,"[[70, 0, 0, 0, 1, 0, 4, 5], [1, 77, 0, 0, 0, 1, 0, 1], [0, 0, 68, 15, 0, 1, 0, 0], [0, 0, 1, 77, 2, 0, 0, 0], [0, 0, 0, 0, 81, 0, 0, 0], [0, 2, 0, 0, 0, 78, 0, 0], [9, 0, 0, 0, 3, 0, 66, 2], [4, 0, 0, 0, 0, 2, 3, 75]]"
18,validation,1.877701215085039,0.5562130177514792,0.6062334656084656,0.56875,0.8943621991437167,5.7514792899408285,"[[10, 3, 0, 0, 0, 0, 7, 0], [8, 8, 0, 0, 0, 1, 3, 0], [0, 0, 7, 17, 0, 0, 0, 0], [0, 0, 1, 19, 0, 0, 0, 0], [0, 0, 0, 0, 21, 0, 0, 0], [3, 5, 0, 0, 0, 11, 0, 1], [6, 0, 0, 0, 0, 0, 13, 1], [0, 5, 0, 0, 0, 10, 4, 5]]"
19,train,0.16227718395412755,0.938366718027735,0.9402890474599462,0.938709766313933,0.9966561128945728,1.2696456086286594,"[[71, 0, 0, 0, 0, 0, 9, 0], [0, 79, 0, 0, 0, 1, 0, 0], [1, 0, 71, 12, 0, 0, 0, 0], [0, 0, 2, 78, 0, 0, 0, 0], [1, 0, 0, 0, 80, 0, 0, 0], [0, 0, 0, 0, 0, 79, 0, 1], [10, 0, 0, 0, 0, 0, 70, 0], [1, 1, 0, 0, 0, 0, 1, 81]]"
19,validation,2.7534909298608414,0.5443786982248521,0.5932449074690453,0.559375,0.8726494397516007,6.384615384615385,"[[13, 1, 0, 0, 0, 0, 5, 1], [6, 8, 0, 0, 0, 2, 4, 0], [0, 0, 7, 17, 0, 0, 0, 0], [0, 0, 0, 20, 0, 0, 0, 0], [0, 0, 0, 0, 21, 0, 0, 0], [3, 6, 0, 0, 0, 10, 0, 1], [5, 0, 0, 0, 0, 4, 11, 0], [2, 5, 0, 0, 0, 14, 1, 2]]"
20,train,0.23453801667749327,0.9090909090909091,0.9100710031076054,0.909375,0.9935467922721319,2.021571648690293,"[[64, 0, 0, 0, 0, 0, 13, 3], [1, 77, 0, 0, 1, 0, 0, 1], [0, 0, 71, 13, 0, 0, 0, 0], [0, 0, 2, 78, 0, 0, 0, 0], [0, 0, 0, 0, 81, 0, 0, 0], [1, 0, 0, 0, 0, 78, 0, 1], [11, 1, 0, 0, 1, 1, 65, 1], [2, 2, 0, 0, 0, 2, 2, 76]]"
20,validation,2.0475328666042296,0.5325443786982249,0.5564013662028635,0.540625,0.8940823160148114,5.9171597633136095,"[[11, 4, 0, 0, 0, 0, 4, 1], [8, 6, 0, 0, 0, 1, 4, 1], [0, 0, 7, 17, 0, 0, 0, 0], [0, 0, 1, 19, 0, 0, 0, 0], [0, 0, 0, 0, 21, 0, 0, 0], [3, 5, 0, 0, 0, 5, 2, 5], [6, 0, 0, 0, 0, 0, 13, 1], [1, 4, 0, 0, 0, 9, 2, 8]]"
21,train,0.18284136028845546,0.9337442218798151,0.9365729886569906,0.9340415564373897,0.9958429339051761,1.3343605546995378,"[[74, 0, 0, 0, 0, 0, 5, 1], [1, 78, 0, 0, 0, 0, 0, 1], [1, 0, 72, 10, 1, 0, 0, 0], [0, 0, 3, 77, 0, 0, 0, 0], [0, 0, 1, 1, 79, 0, 0, 0], [1, 0, 0, 0, 0, 78, 1, 0], [11, 0, 0, 0, 0, 1, 68, 0], [3, 0, 0, 0, 0, 1, 0, 80]]"
21,validation,2.7333541118757547,0.5857988165680473,0.63615522990523,0.6010416666666667,0.8631594490087171,5.5266272189349115,"[[14, 2, 0, 0, 0, 0, 4, 0], [7, 9, 0, 0, 0, 0, 4, 0], [0, 0, 7, 17, 0, 0, 0, 0], [0, 0, 0, 20, 0, 0, 0, 0], [0, 0, 0, 0, 21, 0, 0, 0], [4, 4, 0, 0, 0, 10, 0, 2], [5, 0, 0, 0, 0, 0, 14, 1], [3, 3, 0, 0, 0, 14, 0, 4]]"
22,train,0.20770051914628865,0.926040061633282,0.9312435269192855,0.9267113095238095,0.993750145807736,1.6795069337442219,"[[75, 0, 0, 0, 0, 0, 4, 1], [0, 77, 0, 0, 0, 0, 0, 3], [0, 0, 68, 16, 0, 0, 0, 0], [0, 0, 1, 79, 0, 0, 0, 0], [0, 0, 0, 0, 81, 0, 0, 0], [0, 1, 0, 0, 0, 78, 0, 1], [14, 0, 0, 0, 0, 0, 66, 0], [3, 2, 1, 0, 0, 1, 0, 77]]"
22,validation,2.899794362607077,0.5384615384615384,0.5871602685461381,0.5531250000000001,0.8484784820257656,6.325443786982248,"[[10, 4, 0, 0, 0, 1, 5, 0], [7, 9, 0, 0, 0, 0, 4, 0], [0, 0, 7, 17, 0, 0, 0, 0], [0, 0, 0, 20, 0, 0, 0, 0], [0, 0, 0, 0, 21, 0, 0, 0], [4, 6, 0, 0, 0, 9, 0, 1], [5, 0, 0, 0, 0, 1, 13, 1], [1, 7, 0, 0, 0, 13, 1, 2]]"
23,train,0.20724489331175105,0.9214175654853621,0.923901570104527,0.921875,0.9945599359362467,1.6101694915254237,"[[71, 0, 0, 1, 0, 1, 6, 1], [0, 76, 0, 0, 0, 1, 1, 2], [0, 0, 69, 15, 0, 0, 0, 0], [0, 0, 3, 77, 0, 0, 0, 0], [0, 0, 0, 0, 81, 0, 0, 0], [1, 1, 0, 0, 0, 77, 1, 0], [9, 1, 0, 0, 0, 1, 69, 0], [3, 2, 0, 0, 0, 1, 0, 78]]"
23,validation,2.960632993718444,0.5621301775147929,0.6254201772104586,0.578125,0.8562510848183291,6.106508875739645,"[[14, 2, 0, 0, 0, 0, 4, 0], [7, 7, 0, 0, 0, 2, 4, 0], [0, 0, 7, 17, 0, 0, 0, 0], [0, 0, 0, 20, 0, 0, 0, 0], [0, 0, 0, 0, 21, 0, 0, 0], [4, 4, 0, 0, 0, 11, 1, 0], [6, 0, 0, 0, 0, 0, 13, 1], [3, 4, 0, 0, 0, 14, 1, 2]]"
24,train,0.1986740615752702,0.9306625577812019,0.9334990066162483,0.9308779761904762,0.9949227709653934,1.1864406779661016,"[[74, 0, 0, 0, 0, 2, 4, 0], [1, 78, 0, 0, 0, 0, 0, 1], [0, 0, 71, 13, 0, 0, 0, 0], [0, 0, 2, 78, 0, 0, 0, 0], [0, 0, 0, 0, 81, 0, 0, 0], [3, 1, 0, 0, 0, 72, 2, 2], [9, 0, 0, 1, 0, 1, 69, 0], [1, 1, 0, 0, 0, 1, 0, 81]]"
24,validation,2.603003956873477,0.5266272189349113,0.5816892476975748,0.540625,0.8796269912443107,6.745562130177515,"[[12, 2, 0, 0, 0, 0, 6, 0], [8, 7, 0, 0, 0, 2, 3, 0], [0, 0, 7, 17, 0, 0, 0, 0], [0, 0, 0, 20, 0, 0, 0, 0], [0, 0, 0, 0, 21, 0, 0, 0], [4, 5, 0, 0, 0, 10, 0, 1], [7, 0, 0, 0, 0, 2, 10, 1], [3, 4, 0, 0, 0, 15, 0, 2]]"
25,train,0.192756981366406,0.9306625577812019,0.9314784975019018,0.9308779761904762,0.9952620939185121,1.0385208012326657,"[[74, 0, 0, 0, 1, 0, 3, 2], [0, 77, 0, 0, 0, 3, 0, 0], [0, 0, 72, 12, 0, 0, 0, 0], [0, 0, 7, 73, 0, 0, 0, 0], [0, 0, 0, 0, 81, 0, 0, 0], [2, 1, 0, 0, 0, 75, 0, 2], [7, 0, 0, 0, 0, 1, 72, 0], [1, 0, 0, 0, 0, 2, 1, 80]]"
25,validation,2.633893612199105,0.5502958579881657,0.5891293391293391,0.5635416666666666,0.8683497020365656,6.964497041420119,"[[14, 2, 0, 0, 0, 0, 3, 1], [6, 10, 0, 0, 0, 0, 3, 1], [0, 0, 7, 17, 0, 0, 0, 0], [0, 0, 0, 20, 0, 0, 0, 0], [0, 0, 0, 0, 21, 0, 0, 0], [4, 6, 0, 0, 0, 6, 0, 4], [7, 1, 0, 0, 0, 0, 11, 1], [2, 7, 0, 0, 0, 11, 0, 4]]"
26,train,0.23149223392075918,0.926040061633282,0.9305940706802776,0.9267857142857142,0.9924930511041765,1.4329738058551618,"[[73, 1, 0, 0, 0, 1, 5, 0], [1, 76, 0, 0, 0, 1, 1, 1], [0, 0, 68, 16, 0, 0, 0, 0], [0, 0, 0, 80, 0, 0, 0, 0], [0, 0, 0, 0, 81, 0, 0, 0], [1, 1, 0, 0, 0, 77, 1, 0], [9, 0, 0, 0, 0, 0, 70, 1], [3, 3, 0, 0, 0, 2, 0, 76]]"
26,validation,2.3502643137271986,0.5857988165680473,0.6605308542808543,0.6,0.8820970020442799,5.591715976331361,"[[14, 2, 0, 0, 0, 1, 3, 0], [6, 9, 0, 0, 0, 1, 4, 0], [0, 0, 7, 17, 0, 0, 0, 0], [0, 0, 0, 20, 0, 0, 0, 0], [0, 0, 0, 0, 21, 0, 0, 0], [4, 5, 0, 0, 0, 10, 0, 1], [5, 1, 0, 0, 0, 1, 13, 0], [1, 5, 0, 0, 0, 13, 0, 5]]"
27,train,0.22104410073742878,0.9137134052388289,0.9153109138841413,0.9140625,0.9946122994287299,1.5670261941448382,"[[74, 0, 1, 0, 0, 0, 4, 1], [0, 73, 0, 0, 0, 2, 0, 5], [0, 1, 69, 14, 0, 0, 0, 0], [0, 0, 5, 75, 0, 0, 0, 0], [0, 0, 0, 0, 81, 0, 0, 0], [0, 2, 0, 0, 0, 75, 3, 0], [10, 0, 0, 0, 0, 2, 68, 0], [3, 1, 0, 0, 0, 2, 0, 78]]"
27,validation,2.705474880716857,0.5325443786982249,0.584143161349624,0.546875,0.8613044096659723,6.479289940828402,"[[10, 2, 0, 0, 0, 0, 7, 1], [8, 10, 0, 0, 0, 0, 2, 0], [0, 0, 7, 17, 0, 0, 0, 0], [0, 0, 0, 20, 0, 0, 0, 0], [0, 0, 0, 0, 21, 0, 0, 0], [3, 6, 0, 0, 0, 11, 0, 0], [7, 0, 0, 0, 0, 3, 9, 1], [1, 5, 0, 0, 0, 15, 1, 2]]"
28,train,0.190638663195926,0.9244992295839753,0.9261816250577748,0.9250744047619048,0.9947750578926144,1.6409861325115562,"[[69, 0, 0, 0, 0, 1, 6, 4], [0, 80, 0, 0, 0, 0, 0, 0], [0, 0, 68, 16, 0, 0, 0, 0], [0, 0, 3, 77, 0, 0, 0, 0], [0, 0, 0, 0, 81, 0, 0, 0], [0, 0, 0, 0, 0, 80, 0, 0], [10, 1, 1, 0, 0, 0, 67, 1], [2, 3, 0, 0, 0, 0, 1, 78]]"
28,validation,2.6835122394799833,0.5680473372781065,0.6455924073111574,0.5822916666666667,0.8785453068348377,6.562130177514793,"[[13, 1, 0, 0, 0, 0, 6, 0], [5, 8, 0, 0, 0, 1, 6, 0], [0, 0, 7, 17, 0, 0, 0, 0], [0, 0, 0, 20, 0, 0, 0, 0], [0, 0, 0, 0, 21, 0, 0, 0], [4, 3, 0, 0, 0, 11, 1, 1], [8, 0, 0, 0, 0, 0, 12, 0], [2, 3, 0, 0, 0, 14, 1, 4]]"
29,train,0.19949604711720995,0.9229583975346687,0.9264995312951518,0.9232886904761904,0.9944025133411764,1.7226502311248073,"[[71, 0, 0, 0, 0, 2, 7, 0], [1, 75, 0, 0, 0, 0, 2, 2], [0, 0, 69, 14, 0, 0, 1, 0], [0, 0, 0, 80, 0, 0, 0, 0], [0, 0, 0, 0, 81, 0, 0, 0], [1, 0, 0, 0, 0, 77, 0, 2], [11, 2, 0, 0, 0, 1, 66, 0], [3, 1, 0, 0, 0, 0, 0, 80]]"
29,validation,2.943742980353931,0.5325443786982249,0.5935079966329966,0.5458333333333333,0.867978453097277,6.72189349112426,"[[12, 3, 0, 0, 0, 0, 5, 0], [6, 7, 0, 0, 0, 1, 6, 0], [0, 0, 7, 17, 0, 0, 0, 0], [0, 0, 1, 19, 0, 0, 0, 0], [0, 0, 0, 0, 21, 0, 0, 0], [4, 5, 0, 0, 0, 11, 0, 0], [6, 0, 0, 0, 0, 3, 10, 1], [2, 6, 0, 0, 0, 12, 1, 3]]"
30,train,0.13629182026228612,0.9476117103235747,0.9503713116865093,0.9479910714285714,0.9966117852134477,1.0477657935285054,"[[74, 0, 0, 0, 0, 1, 3, 2], [1, 78, 0, 0, 0, 0, 1, 0], [0, 0, 71, 13, 0, 0, 0, 0], [0, 0, 0, 80, 0, 0, 0, 0], [0, 0, 0, 0, 81, 0, 0, 0], [1, 0, 1, 0, 0, 78, 0, 0], [7, 1, 0, 0, 0, 0, 71, 1], [2, 0, 0, 0, 0, 0, 0, 82]]"
30,validation,3.067950663658289,0.5621301775147929,0.6197055123685559,0.5760416666666667,0.8625519507444264,6.384615384615385,"[[16, 0, 0, 0, 0, 0, 4, 0], [7, 5, 0, 0, 0, 1, 7, 0], [0, 0, 7, 17, 0, 0, 0, 0], [0, 0, 0, 20, 0, 0, 0, 0], [0, 0, 0, 0, 21, 0, 0, 0], [4, 4, 0, 0, 0, 11, 0, 1], [8, 0, 0, 0, 0, 0, 11, 1], [2, 3, 0, 0, 0, 14, 1, 4]]"
